path,paragraph_words_before,paragraphs_over_60_words,longest_paragraph_words
/moon/dubuque-ia/,729,3,95
/moon/duluth-mn/,735,3,95
/moon/duncanville-tx/,729,3,95
/moon/dunwoody-ga/,729,3,95
/moon/durham-nc/,730,3,95
/moon/eagan-mn/,735,3,95
/moon/east-lansing-mi/,740,3,96
/moon/east-orange-nj/,751,3,96
/moon/east-providence-ri/,747,3,96
/moon/eastvale-ca/,743,3,95
/moon/eau-claire-wi/,746,3,96
/moon/eclipses/,656,3,76
/moon/eclipses/2025-03-14-total-lunar-eclipse/,372,1,74
/moon/eclipses/2025-09-07-total-lunar-eclipse/,377,1,75
/moon/eclipses/2026-03-03-total-lunar-eclipse/,370,1,70
/moon/eclipses/2026-08-28-partial-lunar-eclipse/,358,1,69
/moon/eclipses/2027-02-20-penumbral-lunar-eclipse/,378,1,74
/moon/eclipses/2027-08-17-penumbral-lunar-eclipse/,378,1,74
/moon/eclipses/2028-01-12-partial-lunar-eclipse/,354,1,69
/moon/eclipses/2028-07-06-partial-lunar-eclipse/,362,1,75
/moon/eclipses/2028-12-31-total-lunar-eclipse/,373,1,73
/moon/eclipses/2029-06-26-total-lunar-eclipse/,373,1,73
/moon/eclipses/2029-12-20-total-lunar-eclipse/,368,1,74
/moon/eden-prairie-mn/,746,3,96
/moon/edina-mn/,735,3,95
/moon/edinburg-tx/,729,3,95
/moon/edinburgh/,726,3,95
/moon/edmond-ok/,729,3,95
/moon/edmonds-wa/,741,3,95
/moon/el-cajon-ca/,756,3,96
/moon/el-centro-ca/,746,3,96
/moon/el-monte-ca/,753,3,96
/moon/el-paso-tx/,746,3,96
/moon/elgin-il/,729,3,95
/moon/elizabeth-nj/,740,3,95
/moon/elk-grove-ca/,746,3,96
/moon/elkhart-in/,729,3,95
/moon/elmhurst-il/,729,3,95
/moon/elyria-oh/,729,3,95
/moon/encinitas-ca/,744,3,95
/moon/enid-ok/,729,3,95
/moon/erie-pa/,729,3,95
/moon/escondido-ca/,744,3,95
/moon/euclid-oh/,729,3,95
/moon/eugene-or/,735,3,95
/moon/euless-tx/,729,3,95
/moon/evanston-il/,729,3,95
/moon/evansville-in/,729,3,95
/moon/everett-ma/,735,3,95
/moon/everett-wa/,741,3,95
/moon/fairfield-ca/,735,3,95
/moon/fairfield-oh/,729,3,95
/moon/fall-river-ma/,746,3,96
/moon/fargo-nd/,736,3,95
/moon/farmington-hills-mi/,740,3,96
/moon/farmington-nm/,736,3,95
/moon/fayetteville-ar/,729,3,95
/moon/fayetteville-nc/,730,3,95
/moon/federal-way-wa/,752,3,96
/moon/findlay-oh/,729,3,95
/moon/fishers-in/,729,3,95
/moon/fitchburg-ma/,729,3,95
/moon/flagstaff-az/,735,3,95
/moon/flint-mi/,729,3,95
/moon/florence-al/,729,3,95
/moon/florence-sc/,730,3,95
/moon/florissant-mo/,729,3,95
/moon/flower-mound-tx/,740,3,96
/moon/folsom-ca/,735,3,95
/moon/fond-du-lac-wi/,751,3,97
/moon/fontana-ca/,735,3,95
/moon/fort-collins-co/,746,3,96
/moon/fort-lauderdale-fl/,747,3,96
/moon/fort-myers-fl/,747,3,96
/moon/fort-pierce-fl/,740,3,96
/moon/fort-smith-ar/,740,3,96
/moon/fort-wayne-in/,740,3,96
/moon/fort-worth-tx/,740,3,96
/moon/fountain-valley-ca/,754,3,96
/moon/frankfurt/,735,3,103
/moon/franklin-tn/,729,3,95
/moon/frederick-md/,729,3,95
/moon/freeport-ny/,737,3,95
/moon/fremont-ca/,741,3,95
/moon/fresno-ca/,735,3,95
/moon/friendswood-tx/,737,3,95
/moon/frisco-tx/,729,3,95
/moon/full-moon-calendar/,598,3,70
/moon/fullerton-ca/,743,3,95
/moon/gainesville-fl/,729,3,95
/moon/gaithersburg-md/,735,3,95
/moon/galveston-tx/,737,3,95
/moon/garden-grove-ca/,754,3,96
/moon/gardena-ca/,742,3,95
/moon/garland-tx/,729,3,95
/moon/gary-in/,729,3,95
/moon/gastonia-nc/,730,3,95
/moon/geneva/,735,3,103
/moon/georgetown-tx/,729,3,95
/moon/germantown-tn/,729,3,95
/moon/gilbert-az/,735,3,95
/moon/gilroy-ca/,741,3,95
/moon/glendale-az/,735,3,95
/moon/glendale-ca/,742,3,95
/moon/glendora-ca/,735,3,95
/moon/glenview-il/,729,3,95
/moon/goodyear-az/,735,3,95
/moon/goose-creek-sc/,747,3,96
/moon/grand-forks-nd/,747,3,96
/moon/grand-island-ne/,746,3,96
/moon/grand-junction-co/,746,3,96
/moon/grand-prairie-tx/,740,3,96
/moon/grand-rapids-mi/,740,3,96
/moon/grapevine-tx/,729,3,95
/moon/great-falls-mt/,746,3,96
/moon/greeley-co/,735,3,95
/moon/green-bay-wi/,740,3,96
/moon/greenacres-fl/,737,3,95
/moon/greenfield-wi/,729,3,95
/moon/greensboro-nc/,730,3,95
/moon/greenville-nc/,730,3,95
/moon/greenville-sc/,730,3,95
/moon/greenwood-in/,729,3,95
/moon/gresham-or/,735,3,95
/moon/grove-city-oh/,740,3,96
/moon/gulfport-ms/,738,3,95
/moon/hackensack-nj/,740,3,95
/moon/hagerstown-md/,729,3,95
/moon/halifax/,726,3,95
/moon/hallandale-beach-fl/,747,3,96
/moon/haltom-city-tx/,740,3,96
/moon/hamilton-oh/,729,3,95
/moon/hammond-in/,729,3,95
/moon/hampton-va/,736,3,95
/moon/hanford-ca/,735,3,95
/moon/hanoi/,731,3,95
/moon/hanover-park-il/,740,3,96
/moon/harlingen-tx/,736,3,95
/moon/harrisburg-pa/,729,3,95
/moon/harrisonburg-va/,729,3,95
/moon/hartford-ct/,729,3,95
/moon/hattiesburg-ms/,729,3,95
/moon/havana/,726,3,95
/moon/haverhill-ma/,736,3,95
/moon/hawthorne-ca/,742,3,95
/moon/hayward-ca/,741,3,95
/moon/helsinki/,741,3,103
/moon/hemet-ca/,735,3,95
/moon/hempstead-ny/,737,3,95
/moon/henderson-nv/,735,3,95
/moon/hendersonville-tn/,729,3,95
/moon/hesperia-ca/,735,3,95
/moon/hialeah-fl/,736,3,95
/moon/hickory-nc/,730,3,95
/moon/high-point-nc/,741,3,96
/moon/highland-ca/,735,3,95
/moon/hillsboro-or/,735,3,95
/moon/hilton-head-island-sc/,759,3,97
/moon/ho-chi-minh-city/,764,3,98
/moon/hoboken-nj/,740,3,95
/moon/hoffman-estates-il/,740,3,96
/moon/hollywood-fl/,736,3,95
/moon/holyoke-ma/,729,3,95
/moon/homestead-fl/,736,3,95
/moon/hong-kong/,744,3,96
/moon/honolulu/,741,3,95
/moon/hoover-al/,729,3,95
/moon/houston/,729,3,95
/moon/huber-heights-oh/,740,3,96
/moon/huntersville-nc/,730,3,95
/moon/huntington-beach-ca/,754,3,96
/moon/huntington-park-ca/,753,3,96
/moon/huntington-wv/,730,3,95
/moon/huntsville-al/,729,3,95
/moon/huntsville-tx/,729,3,95
/moon/hurst-tx/,729,3,95
/moon/hutchinson-ks/,735,3,95
/moon/ibiza/,735,3,103
/moon/idaho-falls-id/,746,3,96
/moon/independence-mo/,729,3,95
/moon/indianapolis-in/,729,3,95
/moon/indio-ca/,735,3,95
/moon/inglewood-ca/,742,3,95
/moon/iowa-city-ia/,740,3,96
/moon/irvine-ca/,743,3,95
/moon/irving-tx/,729,3,95
/moon/istanbul/,726,3,95
/moon/jackson-ms/,729,3,95
/moon/jackson-tn/,729,3,95
/moon/jacksonville-fl/,738,3,95
/moon/jacksonville-nc/,730,3,95
/moon/jakarta/,732,3,95
/moon/janesville-wi/,729,3,95
/moon/jefferson-city-mo/,740,3,96
/moon/jeffersonville-in/,729,3,95
/moon/jersey-city-nj/,751,3,96
/moon/jerusalem/,726,3,95
/moon/johannesburg/,735,3,95
/moon/johns-creek-ga/,740,3,96
/moon/johnson-city-tn/,740,3,96
/moon/joliet-il/,729,3,95
/moon/jonesboro-ar/,729,3,95
/moon/joplin-mo/,729,3,95
/moon/jupiter-fl/,737,3,95
/moon/jurupa-valley-ca/,746,3,96
/moon/kabul/,731,3,95
/moon/kalamazoo-mi/,729,3,95
/moon/kannapolis-nc/,730,3,95
/moon/kansas-city-ks/,740,3,96
/moon/kansas-city-mo/,740,3,96
/moon/karachi/,732,3,95
/moon/kathmandu/,731,3,95
/moon/kearny-nj/,740,3,95
/moon/keizer-or/,735,3,95
/moon/keller-tx/,729,3,95
/moon/kenner-la/,739,3,95
/moon/kennewick-wa/,735,3,95
/moon/kenosha-wi/,729,3,95
/moon/kent-wa/,741,3,95
/moon/kentwood-mi/,729,3,95
/moon/kettering-oh/,729,3,95
/moon/key-west/,747,3,96
/moon/killeen-tx/,729,3,95
/moon/kingsport-tn/,729,3,95
/moon/kirkland-wa/,741,3,95
/moon/kissimmee-fl/,729,3,95
/moon/knoxville-tn/,729,3,95
/moon/kokomo-in/,729,3,95
/moon/kuala-lumpur/,716,3,96
/moon/kyiv/,727,3,95
/moon/la-crosse-wi/,740,3,96
/moon/la-habra-ca/,754,3,96
/moon/la-mesa-ca/,756,3,96
/moon/la-mirada-ca/,753,3,96
/moon/la-puente-ca/,753,3,96
/moon/la-quinta-ca/,746,3,96
/moon/lacey-wa/,741,3,95
/moon/lafayette-in/,729,3,95
/moon/lafayette-la/,729,3,95
/moon/lagos/,734,3,103
/moon/laguna-niguel-ca/,754,3,96
/moon/lake-charles-la/,740,3,96
/moon/lake-elsinore-ca/,754,3,96
/moon/lake-forest-ca/,754,3,96
/moon/lake-havasu-city-az/,757,3,97
/moon/lake-oswego-or/,746,3,96
/moon/lakeland-fl/,729,3,95
/moon/lakeville-mn/,735,3,95
/moon/lakewood-ca/,742,3,95
/moon/lakewood-co/,735,3,95
/moon/lakewood-oh/,729,3,95
/moon/lakewood-wa/,741,3,95
/moon/lancaster-ca/,735,3,95
/moon/lancaster-oh/,729,3,95
/moon/lancaster-pa/,729,3,95
/moon/lancaster-tx/,729,3,95
/moon/lansing-mi/,729,3,95
/moon/laredo-tx/,729,3,95
/moon/largo-fl/,736,3,95
/moon/las-cruces-nm/,747,3,96
/moon/las-vegas/,746,3,96
/moon/lauderhill-fl/,736,3,95
/moon/lawrence-in/,729,3,95
/moon/lawrence-ks/,729,3,95
/moon/lawrence-ma/,735,3,95
/moon/lawton-ok/,729,3,95
/moon/layton-ut/,735,3,95
/moon/league-city-tx/,748,3,96
/moon/lee-s-summit-mo/,740,3,96
/moon/leesburg-va/,735,3,95
/moon/lehi-ut/,735,3,95
/moon/lenexa-ks/,729,3,95
/moon/leominster-ma/,729,3,95
/moon/lewisville-tx/,729,3,95
/moon/lexington-fayette-ky/,729,3,95
/moon/lima-oh/,729,3,95
/moon/lima/,726,3,95
/moon/lincoln-ca/,735,3,95
/moon/lincoln-ne/,735,3,95
/moon/lincoln-park-mi/,740,3,96
/moon/linden-nj/,740,3,95
/moon/lisbon/,727,3,95
/moon/little-rock-ar/,740,3,96
/moon/littleton-co/,735,3,95
/moon/livermore-ca/,741,3,95
/moon/livonia-mi/,729,3,95
/moon/lodi-ca/,735,3,95
/moon/logan-ut/,735,3,95
/moon/lombard-il/,729,3,95
/moon/lompoc-ca/,735,3,95
/moon/london/,734,3,103
/moon/long-beach-ca/,753,3,96
/moon/longmont-co/,735,3,95
/moon/longview-tx/,729,3,95
/moon/lorain-oh/,729,3,95
/moon/los-angeles/,753,3,96
/moon/louisville-ky/,729,3,95
/moon/loveland-co/,735,3,95
/moon/lowell-ma/,735,3,95
/moon/lubbock-tx/,735,3,95
/moon/lynchburg-va/,729,3,95
/moon/lynn-ma/,735,3,95
/moon/lynwood-ca/,742,3,95
/moon/macon-ga/,729,3,95
/moon/madera-ca/,735,3,95
/moon/madison-al/,729,3,95
/moon/madison-wi/,729,3,95
/moon/madrid/,735,3,103
/moon/malden-ma/,735,3,95
/moon/male/,731,3,95
/moon/malibu/,742,3,95
/moon/manassas-va/,735,3,95
/moon/manchester-nh/,730,3,95
/moon/manhattan-ks/,735,3,95
/moon/manila/,732,3,95
/moon/mankato-mn/,735,3,95
/moon/mansfield-oh/,729,3,95
/moon/mansfield-tx/,729,3,95
/moon/manteca-ca/,735,3,95
/moon/maple-grove-mn/,746,3,96
/moon/maplewood-mn/,735,3,95
/moon/marana-az/,735,3,95
/moon/margate-fl/,737,3,95
/moon/maricopa-az/,735,3,95
/moon/marietta-ga/,729,3,95
/moon/marlborough-ma/,735,3,95
/moon/marrakech/,725,3,95
/moon/martinez-ca/,741,3,95
/moon/marysville-wa/,742,3,95
/moon/mcallen-tx/,729,3,95
/moon/mckinney-tx/,729,3,95
/moon/medford-ma/,735,3,95
/moon/medford-or/,735,3,95
/moon/melbourne-fl/,738,3,95
/moon/melbourne/,707,3,95
/moon/memphis-tn/,729,3,95
/moon/menifee-ca/,735,3,95
/moon/mentor-oh/,729,3,95
/moon/merced-ca/,735,3,95
/moon/meriden-ct/,736,3,95
/moon/meridian-id/,735,3,95
/moon/meridian-ms/,729,3,95
/moon/mesa-az/,735,3,95
/moon/mesquite-tx/,729,3,95
/moon/methuen-ma/,735,3,95
/moon/mexico-city/,737,3,96
/moon/miami-beach-fl/,747,3,96
/moon/miami-gardens-fl/,747,3,96
/moon/miami/,736,3,95
/moon/middletown-ct/,736,3,95
/moon/middletown-oh/,729,3,95
/moon/midland-mi/,729,3,95
/moon/midland-tx/,735,3,95
/moon/midwest-city-ok/,740,3,96
/moon/milan/,735,3,103
/moon/milford-ct/,735,3,95
/moon/milpitas-ca/,741,3,95
/moon/milwaukee-wi/,729,3,95
/moon/minneapolis/,735,3,95
/moon/minnetonka-mn/,735,3,95
/moon/minot-nd/,736,3,95
/moon/miramar-fl/,736,3,95
/moon/mishawaka-in/,729,3,95
/moon/mission-tx/,729,3,95
/moon/mission-viejo-ca/,754,3,96
/moon/missoula-mt/,735,3,95
/moon/missouri-city-tx/,740,3,96
/moon/mobile-al/,737,3,95
/moon/modesto-ca/,735,3,95
/moon/moline-il/,729,3,95
/moon/monroe-la/,729,3,95
/moon/monrovia-ca/,742,3,95
/moon/montclair-ca/,743,3,95
/moon/montebello-ca/,742,3,95
/moon/monterey-park-ca/,753,3,96
/moon/montgomery-al/,729,3,95
/moon/montreal/,726,3,95
/moon/moore-ok/,729,3,95
/moon/moorhead-mn/,735,3,95
/moon/moreno-valley-ca/,746,3,96
/moon/morgan-hill-ca/,746,3,96
/moon/moscow/,732,3,95
/moon/mount-pleasant-sc/,747,3,96
/moon/mount-prospect-il/,740,3,96
/moon/mount-vernon-ny/,748,3,96
/moon/mountain-view-ca/,752,3,96
/moon/mumbai/,732,3,95
/moon/muncie-in/,729,3,95
/moon/murfreesboro-tn/,729,3,95
/moon/murray-ut/,735,3,95
/moon/murrieta-ca/,735,3,95
/moon/muskegon-mi/,729,3,95
/moon/muskogee-ok/,729,3,95
/moon/nairobi/,726,3,95
/moon/nampa-id/,735,3,95
/moon/napa-ca/,735,3,95
/moon/naperville-il/,729,3,95
/moon/nashua-nh/,730,3,95
/moon/nashville/,729,3,95
/moon/national-city-ca/,756,3,96
/moon/near-me/,322,1,82
/moon/new-bedford-ma/,747,3,96
/moon/new-berlin-wi/,740,3,96
/moon/new-braunfels-tx/,740,3,96
/moon/new-britain-ct/,747,3,96
/moon/new-brunswick-nj/,748,3,96
/moon/new-haven-ct/,747,3,96
/moon/new-orleans/,750,3,96
/moon/new-rochelle-ny/,748,3,96
/moon/new-york/,751,3,96
/moon/newark-ca/,741,3,95
/moon/newark-nj/,740,3,95
/moon/newark-oh/,729,3,95
/moon/newport-beach-ca/,754,3,96
/moon/newport-news-va/,747,3,96
/moon/newton-ma/,735,3,95
/moon/niagara-falls-ny/,741,3,96
/moon/nice/,735,3,103
/moon/noblesville-in/,729,3,95
/moon/nome/,735,3,95
/moon/norfolk-va/,736,3,95
/moon/normal-il/,729,3,95
/moon/norman-ok/,729,3,95
/moon/north-charleston-sc/,747,3,96
/moon/north-las-vegas-nv/,757,3,97
/moon/north-lauderdale-fl/,748,3,96
/moon/north-little-rock-ar/,751,3,97
/moon/north-miami-beach-fl/,758,3,97
/moon/north-miami-fl/,747,3,96
/moon/north-port-fl/,740,3,96
/moon/north-richland-hills-tx/,751,3,97
/moon/northglenn-co/,735,3,95
/moon/norwalk-ca/,742,3,95
/moon/norwalk-ct/,735,3,95
/moon/norwich-ct/,736,3,95
/moon/noumea/,741,3,95
/moon/novato-ca/,742,3,95
/moon/novi-mi/,729,3,95
/moon/o-fallon-mo/,729,3,95
/moon/oak-lawn-il/,740,3,96
/moon/oak-park-il/,740,3,96
/moon/oakland-ca/,741,3,95
/moon/oakland-park-fl/,747,3,96
/moon/oakley-ca/,735,3,95
/moon/ocala-fl/,729,3,95
/moon/oceanside-ca/,744,3,95
/moon/ocoee-fl/,729,3,95
/moon/odessa-tx/,735,3,95
/moon/ogden-ut/,735,3,95
/moon/oklahoma-city-ok/,740,3,96
/moon/olathe-ks/,729,3,95
/moon/olympia-wa/,741,3,95
/moon/omaha-ne/,735,3,95
/moon/ontario-ca/,743,3,95
/moon/orange-ca/,743,3,95
/moon/orem-ut/,735,3,95
/moon/orland-park-il/,740,3,96
/moon/orlando-fl/,729,3,95
/moon/ormond-beach-fl/,740,3,96
/moon/oro-valley-az/,746,3,96
/moon/osaka/,732,3,95
/moon/oshkosh-wi/,729,3,95
/moon/oslo/,735,3,103
/moon/overland-park-ks/,740,3,96
/moon/owensboro-ky/,729,3,95
/moon/oxnard-ca/,742,3,95
/moon/pacifica-ca/,742,3,95
/moon/pago-pago/,767,3,104
/moon/palatine-il/,729,3,95
/moon/palm-bay-fl/,749,3,96
/moon/palm-beach-gardens-fl/,759,3,97
/moon/palm-coast-fl/,748,3,96
/moon/palm-desert-ca/,746,3,96
/moon/palm-springs-ca/,746,3,96
/moon/palmdale-ca/,735,3,95
/moon/palo-alto-ca/,752,3,96
/moon/panama-city-fl/,747,3,96
/moon/papeete/,739,3,95
/moon/paramount-ca/,742,3,95
/moon/paris/,735,3,103
/moon/park-ridge-il/,740,3,96
/moon/parker-co/,735,3,95
/moon/parma-oh/,729,3,95
/moon/pasadena-ca/,742,3,95
/moon/pasadena-tx/,729,3,95
/moon/pasco-wa/,735,3,95
/moon/passaic-nj/,740,3,95
/moon/paterson-nj/,740,3,95
/moon/pawtucket-ri/,736,3,95
/moon/peabody-ma/,735,3,95
/moon/peachtree-corners-ga/,740,3,96
/moon/pearland-tx/,737,3,95
/moon/pembroke-pines-fl/,747,3,96
/moon/pensacola-fl/,735,3,95
/moon/peoria-az/,735,3,95
/moon/peoria-il/,729,3,95
/moon/perris-ca/,735,3,95
/moon/perth-amboy-nj/,748,3,96
/moon/perth/,707,3,95
/moon/petaluma-ca/,742,3,95
/moon/pflugerville-tx/,729,3,95
/moon/pharr-tx/,729,3,95
/moon/phenix-city-al/,740,3,96
/moon/philadelphia/,738,3,95
/moon/phoenix/,735,3,95
/moon/phuket/,731,3,95
/moon/pico-rivera-ca/,753,3,96
/moon/pine-bluff-ar/,740,3,96
/moon/pinellas-park-fl/,747,3,96
/moon/pittsburg-ca/,741,3,95
/moon/pittsburgh-pa/,729,3,95
/moon/pittsfield-ma/,729,3,95
/moon/placentia-ca/,743,3,95
/moon/plainfield-il/,729,3,95
/moon/plainfield-nj/,740,3,95
/moon/plano-tx/,729,3,95
/moon/plantation-fl/,736,3,95
/moon/pleasanton-ca/,741,3,95
/moon/plymouth-mn/,735,3,95
/moon/pocatello-id/,735,3,95
/moon/pomona-ca/,743,3,95
/moon/pompano-beach-fl/,748,3,96
/moon/pontiac-mi/,729,3,95
/moon/port-arthur-tx/,748,3,96
/moon/port-orange-fl/,740,3,96
/moon/port-st-lucie-fl/,751,3,97
/moon/portage-mi/,729,3,95
/moon/porterville-ca/,735,3,95
/moon/portland-me/,735,3,95
/moon/portland/,735,3,95
/moon/portsmouth-va/,736,3,95
/moon/poway-ca/,744,3,95
/moon/prague/,735,3,103
/moon/prescott-az/,735,3,95
/moon/prescott-valley-az/,746,3,96
/moon/providence-ri/,736,3,95
/moon/provo-ut/,735,3,95
/moon/pueblo-co/,735,3,95
/moon/puyallup-wa/,741,3,95
/moon/queenstown/,741,3,95
/moon/quincy-il/,729,3,95
/moon/quincy-ma/,735,3,95
/moon/racine-wi/,729,3,95
/moon/raleigh-nc/,730,3,95
/moon/rancho-cordova-ca/,746,3,96
/moon/rancho-cucamonga-ca/,746,3,96
/moon/rancho-palos-verdes-ca/,764,3,97
/moon/rancho-santa-margarita-ca/,765,3,97
/moon/rapid-city-sd/,747,3,96
/moon/reading-pa/,729,3,95
/moon/redding-ca/,735,3,95
/moon/redlands-ca/,735,3,95
/moon/redmond-wa/,741,3,95
/moon/redondo-beach-ca/,753,3,96
/moon/redwood-city-ca/,752,3,96
/moon/reno-nv/,735,3,95
/moon/renton-wa/,741,3,95
/moon/revere-ma/,735,3,95
/moon/reykjavik/,726,3,95
/moon/rialto-ca/,735,3,95
/moon/richardson-tx/,729,3,95
/moon/richland-wa/,735,3,95
/moon/richmond-ca/,742,3,95
/moon/richmond-va/,729,3,95
/moon/rio-de-janeiro/,748,3,97
/moon/rio-rancho-nm/,747,3,96
/moon/riverside-ca/,735,3,95
/moon/riverton-ut/,735,3,95
/moon/riyadh/,734,3,95
/moon/roanoke-va/,729,3,95
/moon/rochester-hills-mi/,740,3,96
/moon/rochester-mn/,735,3,95
/moon/rochester-ny/,730,3,95
/moon/rock-hill-sc/,741,3,96
/moon/rock-island-il/,740,3,96
/moon/rockford-il/,729,3,95
/moon/rocklin-ca/,735,3,95
/moon/rockville-md/,735,3,95
/moon/rockwall-tx/,729,3,95
/moon/rocky-mount-nc/,741,3,96
/moon/rogers-ar/,729,3,95
/moon/rohnert-park-ca/,753,3,96
/moon/rome/,735,3,103
/moon/romeoville-il/,729,3,95
/moon/rosemead-ca/,742,3,95
/moon/roseville-ca/,735,3,95
/moon/roseville-mi/,729,3,95
/moon/roswell-ga/,729,3,95
/moon/roswell-nm/,736,3,95
/moon/round-rock-tx/,740,3,96
/moon/rowlett-tx/,729,3,95
/moon/roy-ut/,735,3,95
/moon/royal-oak-mi/,740,3,96
/moon/sacramento-ca/,735,3,95
/moon/saginaw-mi/,729,3,95
/moon/salem-ma/,735,3,95
/moon/salem-or/,735,3,95
/moon/salina-ks/,735,3,95
/moon/salinas-ca/,741,3,95
/moon/salt-lake-city/,757,3,97
/moon/sammamish-wa/,741,3,95
/moon/san-angelo-tx/,740,3,96
/moon/san-antonio-tx/,740,3,96
/moon/san-bernardino-ca/,746,3,96
/moon/san-bruno-ca/,752,3,96
/moon/san-clemente-ca/,754,3,96
/moon/san-diego/,756,3,96
/moon/san-francisco/,753,3,96
/moon/san-gabriel-ca/,753,3,96
/moon/san-jacinto-ca/,746,3,96
/moon/san-jose-ca/,746,3,96
/moon/san-leandro-ca/,752,3,96
/moon/san-luis-obispo-ca/,765,3,97
/moon/san-marcos-ca/,755,3,96
/moon/san-marcos-tx/,740,3,96
/moon/san-mateo-ca/,752,3,96
/moon/san-rafael-ca/,753,3,96
/moon/san-ramon-ca/,752,3,96
/moon/sandy-springs-ga/,740,3,96
/moon/sandy-ut/,735,3,95
/moon/sanford-fl/,729,3,95
/moon/santa-ana-ca/,754,3,96
/moon/santa-barbara-ca/,753,3,96
/moon/santa-clara-ca/,752,3,96
/moon/santa-clarita-ca/,753,3,96
/moon/santa-cruz-ca/,752,3,96
/moon/santa-fe-nm/,747,3,96
/moon/santa-maria-ca/,754,3,96
/moon/santa-monica-ca/,753,3,96
/moon/santa-rosa-ca/,753,3,96
/moon/santee-ca/,745,3,95
/moon/santiago/,700,3,95
/moon/santorini/,727,3,95
/moon/sao-paulo/,737,3,96
/moon/sarasota-fl/,736,3,95
/moon/savannah-ga/,736,3,95
/moon/sayreville-nj/,737,3,95
/moon/schaumburg-il/,729,3,95
/moon/schenectady-ny/,730,3,95
/moon/scottsdale-az/,735,3,95
/moon/scranton-pa/,729,3,95
/moon/seattle/,741,3,95
/moon/sedona/,735,3,95
/moon/seoul/,740,3,95
/moon/shakopee-mn/,735,3,95
/moon/shanghai/,732,3,95
/moon/shawnee-ks/,729,3,95
/moon/sheboygan-wi/,729,3,95
/moon/shelton-ct/,736,3,95
/moon/sherman-tx/,729,3,95
/moon/shoreline-wa/,741,3,95
/moon/shreveport-la/,729,3,95
/moon/sierra-vista-az/,746,3,96
/moon/simi-valley-ca/,753,3,96
/moon/singapore/,706,3,95
/moon/sioux-city-ia/,746,3,96
/moon/sioux-falls-sd/,747,3,96
/moon/skokie-il/,729,3,95
/moon/smyrna-ga/,729,3,95
/moon/smyrna-tn/,729,3,95
/moon/somerville-ma/,735,3,95
/moon/south-bend-in/,740,3,96
/moon/south-gate-ca/,753,3,96
/moon/south-jordan-ut/,746,3,96
/moon/south-san-francisco-ca/,763,3,97
/moon/southaven-ms/,729,3,95
/moon/southfield-mi/,729,3,95
/moon/spanish-fork-ut/,746,3,96
/moon/sparks-nv/,735,3,95
/moon/spartanburg-sc/,730,3,95
/moon/spokane-valley-wa/,746,3,96
/moon/spokane-wa/,735,3,95
/moon/springdale-ar/,729,3,95
/moon/springfield-il/,729,3,95
/moon/springfield-ma/,729,3,95
/moon/springfield-mo/,729,3,95
/moon/springfield-oh/,729,3,95
/moon/springfield-or/,735,3,95
/moon/st-charles-mo/,740,3,96
/moon/st-clair-shores-mi/,751,3,97
/moon/st-cloud-fl/,740,3,96
/moon/st-cloud-mn/,746,3,96
/moon/st-george-ut/,746,3,96
/moon/st-john-s/,737,3,96
/moon/st-joseph-mo/,740,3,96
/moon/st-louis-mo/,740,3,96
/moon/st-louis-park-mn/,757,3,97
/moon/st-paul-mn/,746,3,96
/moon/st-peters-mo/,740,3,96
/moon/st-petersburg-fl/,747,3,96
/moon/stamford-ct/,735,3,95
/moon/stanton-ca/,743,3,95
/moon/state-college-pa/,740,3,96
/moon/state/alabama/,116,0,36
/moon/state/alaska/,104,0,36
/moon/state/arizona/,136,0,36
/moon/state/arkansas/,118,0,36
/moon/state/california/,401,1,67
/moon/state/colorado/,129,0,36
/moon/state/connecticut/,121,0,36
/moon/state/delaware/,105,0,36
/moon/state/district-of-columbia/,106,0,36
/moon/state/florida/,217,0,36
/moon/state/georgia/,127,0,36
/moon/state/hawaii/,104,0,36
/moon/state/idaho/,114,0,36
/moon/state/illinois/,171,0,36
/moon/state/indiana/,127,0,36
/moon/state/iowa/,124,0,36
/moon/state/kansas/,116,0,36
/moon/state/kentucky/,109,0,36
/moon/state/louisiana/,116,0,36
/moon/state/maine/,104,0,36
/moon/state/maryland/,110,0,36
/moon/state/massachusetts/,143,0,36
/moon/state/michigan/,146,0,36
/moon/state/minnesota/,136,0,36
/moon/state/mississippi/,109,0,36
/moon/state/missouri/,128,0,36
/moon/state/montana/,108,0,36
/moon/state/nebraska/,108,0,36
/moon/state/nevada/,113,0,36
/moon/state/new-hampshire/,107,0,36
/moon/state/new-jersey/,134,0,36
/moon/state/new-mexico/,114,0,36
/moon/state/new-york/,127,0,36
/moon/state/north-carolina/,129,0,36
/moon/state/north-dakota/,109,0,36
/moon/state/ohio/,140,0,36
/moon/state/oklahoma/,117,0,36
/moon/state/oregon/,118,0,36
/moon/state/pennsylvania/,117,0,36
/moon/state/rhode-island/,111,0,36
/moon/state/south-carolina/,122,0,36
/moon/state/south-dakota/,108,0,36
/moon/state/tennessee/,121,0,36
/moon/state/texas/,209,0,36
/moon/state/utah/,130,0,36
/moon/state/vermont/,104,0,36
/moon/state/virginia/,122,0,36
/moon/state/washington/,133,0,36
/moon/state/west-virginia/,106,0,36
/moon/state/wisconsin/,130,0,36
/moon/state/wyoming/,105,0,36
/moon/sterling-heights-mi/,740,3,96
/moon/stillwater-ok/,729,3,95
/moon/stockholm/,735,3,103
/moon/stockton-ca/,735,3,95
